,listingTitle,listingPrice,listingTypeID,regionName1,regionName2,regionName3,latitude,longitude,listing_title,listing_type,description,energy_efficiency,Área Bruta Privativa m2,Área Bruta m2,Área Total do Lote m2,Área Útil m2,Quartos,Ano de construção,Piso,WCs,Elevador,Estacionamento
610,124911005-1630,44950.0,11,Viseu,Tondela,Castelões,40.5470558911329,-8.14477024502507,124911005-1630,Moradia,"Descrição   Moradia T3, implantada num terreno com 831 m2, sita em Castelões, Campo de Besteiros. Esta moradia encontra-se distribuída da seguinte forma:  Rés do chão: garagem para um carro, duas divisões e lagar. Primeiro andar: cozinha com lareira, sala de estar, três quartos, quarto de banho e marquise.  No exterior, encontramos um terraço nas traseiras e um jardim na frente da moradia. Situa-se a cerca de 5 minutos de Campo de Besteiros onde encontra os principais serviços e comércio. Com algumas obras de renovação, esta poderá ser a sua próxima moradia. Marque visita!",F,78,--,831,176,3,1987,--,1,Não,1 Lug.
611,124901005-1588,15000.0,11,Viseu,Mangualde,"Mangualde, Mesquitela e Cunha Alta",40.5959062,-7.7533331,124901005-1588,Moradia,"Descrição   🏡 Localização e Descrição:  Moradia T3 localizada em Mesquitela, Mangualde. Oportunidade única de reconstrução em dois pisos. Rés-do-chão espaçoso com uma loja para arrumos versátil. Primeiro andar com 1 cozinha, 1 casa de banho, 3 quartos e uma sala acolhedora.  🛠️ Potencial de Reconstrução:  Espaço ideal para personalização e adaptação conforme preferência. Versatilidade para diferentes usos e necessidades.  📍 Localização Estratégica:  Apenas 4 km de Mangualde, facilitando o acesso. Próximo à linha ferroviária da Beira Alta. A 7 km do nó da A25, garantindo conveniência em deslocações.  💼 Dinamismo Econômico de Mangualde:  Mangualde oferece oportunidades de emprego em crescimento. Presença de indústrias e serviços dinâmicos na região.  💡 Investimento e Oportunidade:  Transforme esta moradia numa casa personalizada. Desfrute das comodidades e benefícios da região.  🏢🌳🚆 Aproveite e Invista Agora!",NC,79,163,88,79,2,2007,--,1,Não,Não
612,122461101-85,150000.0,11,Viseu,Tondela,Ferreirós do Dão,40.4731399979965,-8.03461513765874,122461101-85,Moradia,"Descrição   Precisa mudar de casa mas ainda não sabe para onde? Não procure mais e venha conhecer...  Esta moradia T3 situada em Ferreirós do Dão é composta por:  Interior:  Cave: Transformada em sala de jantar, com acesso ao logradouro da casa. Rés-do-chão: Cozinha, sala, quarto de banho e dois quartos. Sótão: Um quarto e um espaço amplo para arrumos.  Exterior:  Anexo: Tem lareira, com a possibilidade de ser transformado em churrasqueira ou para outro uso desejado. Terceiro quarto de banho: Localizado no exterior. Garagem fechada: Oferece espaço seguro para veículos. Poço com bomba: Permite o consumo de água própria. Jardim: A propriedade está ajardinada.   Se a descrição atende às suas necessidades e preferências, o convite para agendar uma visita está feito de acordo com o seu interesse e disponibilidade para explorar pessoalmente o imóvel. Contacte-me.",F,115,270,307,155,3,1991,--,2,Não,1 Lug.
613,122461130-47,160000.0,11,Viseu,Tondela,Tonda,40.496413029964,-8.0619434524076,122461130-47,Moradia,"Descrição   Moradia em Tonda   Imovel localizado no Covelo a 5 km de Tondela, 25km de Viseu e 60 km de Coimbra e é composto da seguinte forma:  - 2 casas de habitação, geminadas, totalmente independentes, com artigos matriciais distintos. - 1 das casas (moradia), toda restaurada, pronta a habitar, implantada num terreno de 240 m2, com área de implantação do edifício 105 m2, área bruta de construção 187,2 m2, área bruta privativa 90 m2, constituída por 2 pisos. No rés do chão: Cozinha, salão espaçoso, 1 wc, 1 pequena sala que pode transformar num quarto e garagem para 2 viaturas. 1°piso - Cozinha equipada em openspace com sala, 4 quartos, sala de estar e casa de banho. Outros atributos - Espaço exterior agradavél - Aquecimento central a gasóleo - 1 furo de água com 80 metros de profundidade. Casa de habitação constituída por 2 pisos, com área de implantação do edifício 43 m2, área bruta de construção 43 m2, área bruta privativa 43 m2. As paredes da casa são em pedra granítica nos 2 pisos e 1 varanda para a rua e com vista interessante ao nível dos olhos. Estas 2 habitações geminadas, totalmente independentes, com artigos matriciais distintos. As 2 habitações formam 1 lote único para venda.   Venha visitar para conhecer melhor!",E,90,--,240,187,3,1937,--,2,Não,2 Lug.
614,122031150-45,155000.0,1,Viseu,Tondela,Tondela e Nandufe,40.494976,-8.0683432,122031150-45,Apartamento,"Descrição   Apartamento T3 para Venda! Anda à procura de um Bom Investimento? Este apartamento é uma excelente opção para si, pois já se encontra arrendado, estando arrendado por de 650 euros mensais, o que permite uma rentabilidade bruta de 5%. Apartamento situado numa zona tranquila, implantado na cidade de Tondela. Este apartamento é composto por um hall de entrada; uma sala comum com recuperador; uma cozinha equipada com placa, forno, exaustor, máquina de lavar loiça e máquina de lavar roupa; uma casa de banho e 3 quartos, sendo um deles uma suite. O aquecimento é a pellets, estando também instalado um sistema de alarme. Possui um lugar de garagem. Este apartamento encontra-se mobilado. Venha Conhecer!",C,111,132,--,100,3,1997,2º Andar,0,Não,1 Lug.
615,126021124-1,299900.0,1,Viseu,Viseu,Viseu,40.6452114648689,-7.90986651612311,126021124-1,Apartamento,Descrição   Apartamento T3 localizado em zona privilegiada de Viseu.,A,132,--,--,115,3,2020,2º Andar,2,Sim,1 Lug.
616,124911032-49,20000.0,11,Viseu,Vouzela,Fataunços e Figueiredo das Donas,40.7420952407948,-8.0491003468082,124911032-49,Moradia,"Descrição     Moradia em Pedra situada em Monsanto - Figueiredo das Donas Excelente oportunidade de investimento para ter a sua moradia de férias, fins de semana ou habitação própria. Composta por 2 pisos, com a possibilidade de reabilitar de acordo com as suas necessidades, possui pátio exterior. Aldeia pacata, onde a tranquilidade e o bem-estar estão garantidos. Localiza-se a apenas 10 minutos da Vila de Vouzela e 20 minutos de Viseu. Englobando-se nesta oportunidade um terreno rustico localizado próximo da estrada principal que liga Figueiredo das Donas Vouzela  O terreno com área total de 1600m2, caracterizado com uma grande area de vinha e oliveiras. Agende visita!",NC,35,--,45,70,0,1937,--,0,Não,Não
617,126191014-14,85000.0,11,Viseu,Lamego,Lamego (Almacave e Sé),41.0948399351104,-7.81527795773869,126191014-14,Moradia,"Descrição   Andar de moradia situado em Lamego, a poucos metros do Santuário de Nossa Senhora dos Remédios. Possui um grande terraço com umas vistas panorâmicas sobre a Serra Das Meadas, ideal para apreciar a paisagem envolvente e descansar do stress do dia a dia. Esta moradia possui ainda uma parcela de terreno que pode ser cultivada. A garagem é uma mais valia, assim como a sua exposição solar e localização priveligiada, dentro da cidade mas em local calmo. Não perca esta oportunidade e marque já a sua visita.",E,115,--,--,80,3,1994,--,2,Não,1 Lug.
618,122031096-232,39000.0,21,Viseu,Sernancelhe,Sernancelhe e Sarzeda,40.906280048786,-7.46006011962891,122031096-232,Terreno,"Descrição   Terreno localizado em Sarzeda - Sernancelhe, junto à estrada nacional nº 229. Terreno propício para construção de uma moradia unifamiliar. Para além de ser um terreno bem localizado, tem uma área bastante generosa, o que lhe permitirá idealizar a sua moradia com uma piscina, para usufruir nos dias de calor. Venha visitar.",NC,--,--,1 462,--,--,1982,--,0,Não,Não
619,124791003-628,98000.0,11,Viseu,Tarouca,São João de Tarouca,40.9955520360493,-7.74380470494786,124791003-628,Moradia,"Descrição   Moradia - Venda - São João de Tarouca   Moradia, de dois pisos, com a área de implantação de 318 m2, área bruta de construção de 385 m2, inserida em lote de terreno com 420 m2. Composta por: Andar destinado a habitação com: Cozinha, Sala, Casa de Banho e quatro Quartos. R/Chão: Garagem e quatro divisões destinadas a Arrumos e Armazém. Logradouro com Quintal. Bons acessos, próxima do emblemático e histórico Mosteiro de São João de Tarouca. Óptima oportunidade de investimento. Marque visita.",F,318,--,420,385,4,2009,--,0,Não,1 Lug.
620,124911043-35,65000.0,11,Viseu,Vouzela,Cambra e Carvalhal de Vermilhas,40.6552671990904,-8.15542032106924,124911043-35,Moradia,"Descrição   ***NOVO PREÇO*** Antes: 69.900€ Moradia T2 pronta a habitar, situada na aldeia de Carvalhal de Vermilhas, Vouzela. Nesta moradia vai encontrar o equilíbrio perfeito entre tranquilidade e conforto. Composta da seguinte forma:  Rés-do-chão: garagem ampla e cozinha com lareira 1º andar: 1 casa de banho com banheira, 2 quartos espaçosos tendo um deles uma excelente varanda.  A garagem poderá dividi-la e criar aí a sua sala de estar /jantar onde poderá passar bons momentos com família e amigos. No exterior encontra um acolhedor terreno com cerca de 100m2 com um anexo para arrumos. Neste local poderá desfrutar das magnificas paisagens e tudo o que a natureza tem para oferecer. Esta moradia é a oportunidade perfeita para viver com conforto e tranquilidade. Venha visitar!!",E,72,144,162,72,2,1997,--,1,Não,1 Lug.
621,124901005-1587,297000.0,25,Viseu,Carregal do Sal,Beijós,40.507665,-7.9584785,124901005-1587,Outros - Comercial,"Descrição   🍽️ Restaurante Exclusivo em Beijós - Oportunidade de Investimento Única! Desfrute da gastronomia exclusiva de Beijós no nosso prestigioso restaurante, localizado num amplo lote de 950m², com uma área de construção impressionante de 468,4m². Este é o lugar ideal para quem procura uma oportunidade de investimento no setor da restauração. 🏢 Características Principais:  Instalações Espaçosas: O restaurante está implantado num amplo lote de 950m², oferecendo espaço generoso para acomodar até 415 pessoas. A sala de refeições é elegantemente decorada e inclui um palco para espetáculos ao vivo, proporcionando momentos únicos aos clientes. Acessibilidades Garantidas: Com 3 wc femininos, 3 wc masculinos e 1 wc adaptado, o restaurante garante acessibilidade para todos os clientes. Além disso, a cozinha está totalmente equipada e os balneários são completos, proporcionando uma experiência gastronómica sem igual. Localização Privilegiada: Localizado em Beijós, este restaurante beneficia de uma localização privilegiada, tornando-se uma escolha atrativa para os residentes locais e visitantes. Oportunidade de Investimento: Com instalações modernas e uma localização estratégica, este restaurante oferece uma oportunidade única de investimento para empreendedores que procuram fazer parte do sucesso gastronómico em Carregal do Sal.  🌟 Não Perca Esta Oportunidade:Não perca a oportunidade única de investir neste espaço e fazer parte de uma história de sabor e excelência em Carregal do Sal. Seja parte do sucesso gastronómico de Beijós e invista agora neste restaurante exclusivo. Agende uma visita hoje mesmo e descubra todo o potencial deste espaço para o seu investimento! 🍽️🏢",D,458,484,950,458,--,2006,--,9,Não,3 Lug.
622,122031118-82,68000.0,11,Viseu,Viseu,Viseu,40.6164934446793,-7.95181643397911,122031118-82,Moradia,"Descrição   Moradia T1, para venda, localizada em Vila Chã de Sá. Trata-se de uma pequena moradia (estúdio), a qual se encontra a ser totalmente renovada. Será composta, no r/chão, por sala e cozinha em openspace e no primeiro piso por 1 quarto e 1 casa de banho. Sem espaço exterior. A casa ficará equipada com cozinha. Pré-instalação de ar condicionado. O valor apresentado é para a moradia já com a remodelação concluída.",NC,36,36,18,33,1,1937,--,1,Não,Não
623,126061038-23,24920.0,15,Viseu,Viseu,Viseu,40.652594397004,-7.91657875730794,126061038-23,Trespasse,"Descrição   O SEU NEGÓCIO FATURA ENQUANTO DESCANSA! Loja de conveniência para trespasse, compreende as máquinas e a marca. É um negócio que fatura 365 dias por ano e 24 h por dia! As máquinas têm potencial para colocar uma diversidade enorme de produtos à sua escolha. ""24 OPEN SNACKS"" composta por quatro máquinas a trabalhar para si:  Comidas quentes; snacks, bebidas, entre outros; café e bebidas quentes.  Com imensas vantagens as quais destaco:  Negócio estabelecido, clientes habituais, fica junto à Escola Alves Martins, é um negócio com provas de sucesso e marca conhecida no mercado.  Ficou interessado! Contacte-me darei mais informações.",NC,106,106,106,106,--,,--,0,Não,Não
624,126021067-55,59500.0,11,Viseu,Carregal do Sal,Oliveira do Conde,40.4509239196777,-7.97135877609253,126021067-55,Moradia,"Descrição   Simpática e acolhedora moradia T3, de 2 pisos, localizada em lugar muito tranquilo e a face da IC em Oliveirinha perto de todos os serviços. Rés-do-chão composto por: quarto, um salão com salamandra e casa de banho. Ao nível do piso superior deparamo-nos com uma cozinha com ligação a um terraço, onde poderá disfrutar dos seus momentos em familia em plena natureza, dispensa, dois quartos e casa de banho. No exterior possui pátio, uma garagem e nas trazeiras e contamos com um terreno de 500m2 virado para um ribeiro. Lugar aprazível! Não desperdice esta oportunidade de investimento!  Marque já a sua visita!   Friendly and welcoming 3 bedroom house, with 2 floors, located in a very quiet place and facing the IC in Oliveirinha, close to all services.Ground floor comprising: bedroom, living room with stove and bathroom.On the upper floor we find a kitchen with connection to a terrace, where you can enjoy your family moments surrounded by nature, a pantry, two bedrooms and a bathroom.Outside there is a patio and a garage and at the back we have a 500m2 plot of land facing a stream.Pleasant place! Don't waste this investment opportunity! Mark your visit!",F,77,500,--,65,3,1990,--,2,Não,1 Lug.
