,Price,Square Meters,Address,Bedrooms,Bathrooms
1979,85 000 €,254,"Odivelas, Odivelas",--,0
1980,85 000 €,300,"Odivelas, Odivelas",--,0
1981,130 000 €,59,"Azambuja, Azambuja",1,1
1982,155 000 €,82,"Sintra, Algueirão-Mem Martins",2,1
1983,116 000 €,72,"Sintra, Almargem do Bispo, Pêro Pinheiro e Montelavar",1,0
1984,210 000 €,113,"Torres Vedras, A dos Cunhados e Maceira",2,1
1985,180 000 €,65,"Lisboa, Misericórdia",2,1
1986,485 000 €,103,"Odivelas, Pontinha e Famões",2,2
1987,215 000 €,95,"Loures, Santo António dos Cavaleiros e Frielas",3,2
1988,520 000 €,112,"Odivelas, Pontinha e Famões",2,2
1989,295 000 €,105,"Amadora, Encosta do Sol",3,2
1990,2 700 000 €,261,"Cascais, Cascais e Estoril",4,4
1991,2 950 000 €,213,"Lisboa, Santa Maria Maior",3,3
1992,239 000 €,72,"Amadora, Águas Livres",3,1
1993,215 000 €,65,"Torres Vedras, Dois Portos e Runa",2,1
1994,210 000 €,35,"Lisboa, Estrela",2,1
1995,399 000 €,130,"Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias",3,2
1996,265 000 €,100,"Lisboa, Arroios",--,2
1997,198 000 €,64,"Sintra, Cacém e São Marcos",2,1
1998,449 000 €,118,"Loures, Santa Iria de Azoia, São João da Talha e Bobadela",3,2
1999,325 000 €,78,"Lisboa, Olivais",3,2
