Address,Price,Property Type,Rooms,Bathrooms,Square Meters
"Santo António dos Cavaleiros e Frielas, Lisboa",Desde255.000 €,Apartamentos,1-3,1-2,87-126
"Monte Caparica, Almada",171.000 €,Apartamento,2,1,75
"Mercado, Lisboa",265.000 €,Apartamento,2,1,68
"Queluz e Belas, Lisboa",Sob Consulta,Apartamento,2,1,51
"Olivais Sul, Lisboa",239.900 €,Apartamento,3,1,84
"Queluz e Belas, Lisboa",250.000 €,Apartamento,2,2,93
"Falagueira-Venda Nova, Lisboa",210.000 €,Apartamento,3,2,71
"Fonte Nova, Lisboa",350.000 €,Apartamento,2,2,83
"Porto Salvo, Lisboa",338.500 €,Apartamento,3,2,105
"Bairro Vitória, Loures",595.000 €,Moradia Geminada,5,5,22865
"Estrela, Lisboa",530.750 €,Apartamento,1,1,50
"Bairro Trigache Norte, Odivelas",699.000 €,Moradia Isolada,4,5,203
"Damaia de Cima, Amadora",220.000 €,Apartamento,3,2,82
"Amadora, Amadora",267.000 €,Apartamento,3,2,90
"Lumiar, Lisboa",510.000 €,Apartamento,4,2,113
"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa",342.500 €,Apartamento,2,1,63
"Barcarena, Lisboa",568.000 €,Apartamento,4,3,196
"Carcavelos e Parede, Lisboa",1.050.000 €,Moradia Geminada,3,3,126
"Caneças, Odivelas",465.000 €,Moradia,4,4,179
"Sintra, Sintra",182.000 €,Apartamento,2,1,73
"São Domingos de Rana, Lisboa",620.000 €,Moradia Isolada,2,3,98
"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa",180.000 €,Apartamento,1,1,45
"Alto Sto Amaro, Lisboa",1.980.000 €,Duplex,4,5,308
"Queluz e Belas, Lisboa",1.980.000 €,Moradia Isolada,6,6,708
"Reboleira, Amadora",345.000 €,Apartamento,4,2,130
"Arroios, Lisboa",Sob Consulta,Apartamento,1,1,36
"Damaia de Cima, Amadora",Sob Consulta,Apartamento,2,1,70
"Santo António, Lisboa",670.000 €,Apartamento,2,2,2
"Santo António, Lisboa",670.000 €,Apartamento,2,2,2
"Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal",298.000 €,Apartamento,3,2,92
"Bucelas, Lisboa",350.000 €,Moradia,6,4,1520
"Mina de Água, Lisboa",160.000 €,Apartamento,2,1,51
"Massamá 2ª Fase, Sintra",290.000 €,Apartamento,3,2,134
"Centro de Carnaxide, Oeiras",299.000 €,Apartamento,2,1,90
"Portela de Sintra, Sintra",225.000 €,Apartamento,2,2,80
"Lumiar, Lisboa",379.000 €,Apartamento,4,3,130
"Carnaxide e Queijas, Lisboa",334.000 €,Apartamento,2,1,72
"Marvila, Lisboa",350.000 €,Apartamento,2,1,83
"Estrela, Lisboa",940.000 €,Duplex,1,3,96
"Moscavide, Loures",265.000 €,Apartamento,2,1,60
"Damaia de Cima, Amadora",Sob Consulta,Apartamento,0,1,24
"Massamá Norte, Sintra",385.000 €,Apartamento,4,3,145
"Moscavide, Loures",239.000 €,Apartamento,2,2,60
"Laranjeiras Metro, Lisboa",600.000 €,Apartamento,3,2,120
"Santa Iria de Azoia, São João da Talha e Bobadela, Lisboa",Sob Consulta,Apartamento,1,1,46
"Póvoa de Santo Adrião e Olival Basto, Lisboa",198.000 €,Apartamento,2,1,77
"Odivelas, Lisboa",520.000 €,Apartamento,3,2,104
"Parque das Nações - Expo Norte, Lisboa",639.000 €,Apartamento,2,2,108
"Marvila, Lisboa",445.000 €,Apartamento,4,2,127
"Ramada e Caneças, Lisboa",240.000 €,Apartamento,3,2,85
"Ajuda, Lisboa",380.000 €,Apartamento,2,1,60
"Massamá e Monte Abraão, Lisboa",314.500 €,Apartamento,3,2,139
"À Av. Uruguai, Lisboa",Sob Consulta,Apartamento,2,1,65
"Queluz e Belas, Lisboa",210.000 €,Apartamento,2,1,95
"Campo de Ourique, Lisboa",799.000 €,Apartamento,3,3,150
"Lisboa, Amadora",210.000 €,Apartamento,2,2,67
"Benfica/Mercado, Lisboa",Sob Consulta,Apartamento,3,2,122
"Lumiar, Lisboa",850.000 €,Apartamento,4,4,201
"Aldeia Galega, Sintra",675.000 €,Moradia Isolada,4,6,263
"Areeiro, Lisboa",565.000 €,Apartamento,3,2,100
"Benfica/Mercado, Lisboa",380.000 €,Apartamento,3,2,75
"Santo António, Lisboa",370.000 €,Apartamento,4,1,83
"Lisboa, Amadora",245.000 €,Apartamento,2,2,85
"Lisboa, Amadora",235.000 €,Apartamento,2,2,73
"Queluz e Belas, Lisboa",369.500 €,Apartamento,3,2,140
"Beato, Lisboa",249.000 €,Apartamento,3,1,56
"Carcavelos e Parede, Lisboa",297.000 €,Apartamento,3,2,2
"Lisboa, Lisboa",410.000 €,Apartamento,2,1,67
"Olivais Sul, Lisboa",137.500 €,Apartamento,2,1,49
"Campolide, Lisboa",990.000 €,Apartamento,3,3,129
"Campolide, Lisboa",840.000 €,Apartamento,3,3,121
"Queluz, Sintra",215.000 €,Apartamento,2,2,83
"Águas Livres, Lisboa",235.000 €,Apartamento,2,1,62
"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Lisboa",650.000 €,Moradia,3,3,220
"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa",1.860.000 €,Apartamento,4,4,217
"Ajuda, Lisboa",398.000 €,Apartamento,1,2,70
"São Marcos, Sintra",Sob Consulta,Apartamento,3,2,83
"Ajuda, Lisboa",698.000 €,Duplex,3,3,130
"São Domingos de Benfica, Lisboa",300.000 €,Apartamento,2,1,79
"Santo António, Lisboa",915.000 €,Apartamento,2,3,103
"Misericórdia, Lisboa",190.000 €,Apartamento,1,1,47
"Campo de Ourique, Lisboa",250.500 €,Apartamento,2,1,59
"Águas Livres, Lisboa",170.500 €,Apartamento,2,1,
"Rio de Mouro, Lisboa",Sob Consulta,Apartamento,3,2,95
"Caparica e Trafaria, Setúbal",273.900 €,Apartamento,2,2,1
"Alfama, Lisboa",580.000 €,Apartamento,3,2,90
"Parque das Nações - Expo Norte, Lisboa",420.000 €,Apartamento,1,1,64
"Alto da Ajuda, Lisboa",450.000 €,Moradia Geminada,2,1,51
"Loures, Loures",200.000 €,Apartamento,2,1,63
"Misericórdia, Lisboa",189.000 €,Apartamento,2,1,42
"Portela de Sintra, Sintra",299.500 €,Apartamento,3,2,90
"Loures, Loures",239.000 €,Apartamento,3,2,108
"Ao Tojal, Lisboa",318.000 €,Apartamento,2,2,70
"Olivais, Lisboa",299.000 €,Apartamento,2,1,77
"Ao Tojal, Lisboa",Sob Consulta,Apartamento,3,2,75
"Cacém e São Marcos, Lisboa",169.900 €,Apartamento,2,1,65
"Moradias Restelo, Lisboa",5.000.000 €,Moradia Isolada,6,7,500
"Beato, Lisboa",1.099.000 €,Duplex,3,3,180
"Penha de França, Lisboa",329.000 €,Apartamento,2,1,78
"Alcabideche, Lisboa",845.000 €,Moradia Isolada,3,3,130
"Vialonga, Lisboa",375.000 €,Moradia,2,1,94
"São João das Lampas e Terrugem, Lisboa",995.000 €,Moradia Isolada,3,2,123
"Cacém e São Marcos, Lisboa",179.900 €,Apartamento,2,1,75
"Estoril, Cascais",350.000 €,Apartamento,2,2,90
"Famões, Odivelas",555.000 €,Moradia Isolada,3,3,113
"Janelas Verdes, Lisboa, Lisboa",1.200.000 €,Apartamento,2,2,185
"Loures, Loures",285.000 €,Andar Moradia,2,2,75
"Almoçageme, Sintra",299.000 €,Moradia Rústica,2,3,169
"Janelas Verdes, Lisboa, Lisboa",1.500.000 €,Apartamento,3,2,140
"Sintra, Sintra",3.000.000 €,Moradia Isolada,5,5,313
"Alcântara, Lisboa",Desde398.750 €,Apartamentos,2-3,1-2,60-88
"Rio de Mouro, Sintra",148.000 €,Apartamento,2,1,61
"Arroios, Lisboa",599.900 €,Apartamento,4,2,103
"Almada, Almada",159.900 €,Apartamento,1,1,50
"Quinta do Inquisidor, Loures",435.000 €,Apartamento,3,2,121
"Benfica, Lisboa",575.000 €,Apartamento,2,2,83
"Rio de Mouro, Sintra",174.900 €,Apartamento,3,2,79
"Campolide, Lisboa",400.000 €,Moradia Geminada,3,2,63
"Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal",269.000 €,Apartamento,3,1,86
"Alto de Santa Catarina, Oeiras",700.000 €,Apartamento,4,4,163
"Miraflores, Oeiras",499.000 €,Apartamento,2,3,95
"Águas Livres, Lisboa",235.000 €,Apartamento,2,1,1
"Mina de Água, Lisboa",Desde280.000 €,Apartamentos,1-3,2,1-3
"Cascais e Estoril, Lisboa",395.000 €,Duplex,3,2,106
"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa",Desde470.000 €,Apartamentos,2-4,2-3,2
"ERA Palmela Azeitao, Lisboa",890.000 €,Apartamento,3,2,166
"Arroios, Lisboa",260.000 €,Apartamento,2,1,57
"Carcavelos e Parede, Lisboa",440.000 €,Apartamento,3,2,106
"Loures, Loures",170.000 €,Apartamento,3,2,82
"Lisboa, Odivelas",724.000 €,Moradia,4,4,290
"Arroios, Lisboa",207.500 €,Apartamento,0,3,
"Arroios, Lisboa",202.500 €,Apartamento,0,1,
"Arroios, Lisboa",200.000 €,Apartamento,0,0,
"Massamá, Sintra",210.000 €,Apartamento,2,1,97
"Alcabideche, Lisboa",385.000 €,Apartamento,3,2,95
"Linda-a-velha, Oeiras",283.000 €,Apartamento,2,1,90
"Carcavelos e Parede, Lisboa",185.000 €,Apartamento,0,1,NAN
"Neudel, Amadora",449.900 €,Apartamento,3,2,123
"Arroios, Lisboa",450.000 €,Apartamento,2,-1,NAN
"Arroios, Lisboa",810.000 €,Apartamento,3,3,-1
"Penha de França, Lisboa",405.000 €,Apartamento,1,1,95
"Campolide, Lisboa",380.000 €,Apartamento,2,1,82
"Loja do Cidadão - Laranjeiras, Lisboa",379.000 €,Apartamento,2,2,71
"Parede, Cascais",450.000 €,Apartamento,1,1,46
"Falagueira-Venda Nova, Lisboa",195.000 €,Apartamento,2,1,72
"Parque das Nações - Expo Sul, Lisboa",950.000 €,Apartamento,4,4,225
"Penha de França, Lisboa",320.000 €,Duplex,2,1,65
"Odivelas, Lisboa",269.000 €,Apartamento,3,2,83
"Benfica, Lisboa",285.000 €,Apartamento,2,1,62
"Cacilhas, Almada",338.000 €,Apartamento,3,2,92
"São Bento, Lisboa, Lisboa",425.000 €,Apartamento,2,3,67
"Olivais Sul, Lisboa",299.000 €,Apartamento,4,1,89
"Póvoa de Santa Iria e Forte da Casa, Lisboa",220.000 €,Apartamento,2,1,82
"Bairro Alto, Lisboa, Lisboa",349.000 €,Loft,2,1,60
"Venteira, Lisboa",129.500 €,Apartamento,1,1,30
"Algueirão-Mem Martins, Lisboa",320.000 €,Andar Moradia,2,2,158
"Mem Martins, Sintra",330.000 €,Duplex,5,2,148
"Quinta das Flores, Sintra",380.000 €,Apartamento,3,2,120
"Massamá e Monte Abraão, Lisboa",148.500 €,Apartamento,2,1,50
"Cascais e Estoril, Lisboa",285.000 €,Apartamento,2,1,69
"Póvoa de Santa Iria e Forte da Casa, Lisboa",Sob Consulta,Apartamento,3,2,94
"C. Bordalo Pinheiro - Sete Rios, Lisboa",325.000 €,Apartamento,2,1,63
"Algés, Oeiras",465.000 €,Apartamento,4,3,123
"São Domingos de Rana, Lisboa",Sob Consulta,Moradia Isolada,3,5,190
"Avenidas Novas, Lisboa",365.000 €,Apartamento,1,1,46
"Parede, Cascais",Sob Consulta,Apartamento,1,1,50
"Odivelas, Odivelas",290.000 €,Apartamento,3,2,110
"Lumiar, Lisboa",1.900.000 €,Moradia Isolada,565,565,565
"Penha de França, Lisboa",341.000 €,Apartamento,2,1,71
"Olivais Sul, Lisboa",250.000 €,Apartamento,3,1,75
"J.Pimenta, Oeiras",195.000 €,Apartamento,1,1,44
"Amadora, Amadora",200.000 €,Apartamento,3,2,76
"Laranjeiras Metro, Lisboa",Sob Consulta,Apartamento,4,2,184
"Laranjeiras Metro, Lisboa",Sob Consulta,Apartamento,2,1,70
"Loures, Loures",259.000 €,Apartamento,2,1,88
"Odivelas Centro, Odivelas",310.000 €,Apartamento,3,2,120
"Benfica, Lisboa",Sob Consulta,Apartamento,2,1,72
"Penha de França, Lisboa",197.000 €,Apartamento,1,1,45
"Venda Nova, Amadora",274.900 €,Apartamento,2,2,73
"Odivelas, Odivelas",175.000 €,Apartamento,2,1,58
"Venda Nova, Amadora",189.000 €,Moradia,3,1,58
"Carcavelos e Parede, Lisboa",265.000 €,Apartamento,2,1,65
"Bairro de Santa Cruz, Lisboa",690.000 €,Moradia,3,2,120
"Monte da Caparica, Almada",186.000 €,Apartamento,3,2,96
"Casal Novo, Odivelas",529.000 €,Moradia Isolada,3,4,155
"Monte Abraão, Sintra",225.000 €,Apartamento,3,1,100
"Olivais Sul, Lisboa",Sob Consulta,Apartamento,4,1,100
"Odivelas Centro, Odivelas",235.000 €,Apartamento,2,1,90
"Vila Fria, Oeiras",280.000 €,Apartamento,1,1,51
"Póvoa de Santa Iria e Forte da Casa, Lisboa",172.500 €,Apartamento,2,1,61
"Janelas Verdes, Lisboa, Lisboa",1.200.000 €,Apartamento,2,2,121
"Ajuda, Lisboa",235.000 €,Apartamento,1,1,43
"Janelas Verdes, Lisboa, Lisboa",850.000 €,Apartamento,2,2,99
"Carcavelos e Parede, Lisboa",290.000 €,Apartamento,3,2,85
"Alto dos Moinhos, Lisboa",695.000 €,Apartamento,3,3,125
"Miraflores, Oeiras",795.000 €,Apartamento,4,3,166
"Carcavelos e Parede, Lisboa",1.790.000 €,Moradia,5,4,260
"Santos, Lisboa, Lisboa",750.000 €,Apartamento,3,1,165
"Rinchoa, Sintra",195.000 €,Apartamento,2,1,77
"Cruz Quebrada Dafundo, Oeiras",1.900.000 €,Apartamento,4,4,224
"Mina, Amadora",455.000 €,Apartamento,3,2,106
"Mina, Amadora",490.000 €,Apartamento,3,2,115
"Venteira, Lisboa",189.000 €,Apartamento,2,1,52
"Odivelas, Lisboa",375.000 €,Apartamento,6,4,170
"Damaia de Cima, Amadora",167.500 €,Apartamento,0,1,50
"Carnaxide, Oeiras",985.000 €,Apartamento,5,4,185
"Venteira, Lisboa",159.000 €,Apartamento,1,1,34
"Urqueira, Santarém",49.000 €,Moradia,3,1,68
"Olivais Norte, Lisboa",210.000 €,Apartamento,2,1,57
"Azenhas do Mar, Sintra",599.900 €,Moradia Isolada,4,2,1500
"Parque dos Príncipes, Lisboa",770.000 €,Apartamento,3,3,171
"Marquês de Pombal, Lisboa",2.350.000 €,Apartamento,5,4,282
"Careca, Lisboa",2.195.000 €,Moradia,5,6,228
"Penha de França, Lisboa",Sob Consulta,Apartamento,2,1,65
"São Marcos, Sintra",187.500 €,Apartamento,2,1,68
"Ajuda, Lisboa",295.000 €,Apartamento,2,1,60
"Mina de Água, Lisboa",Sob Consulta,Apartamento,2,1,87
"Queluz, Sintra",Sob Consulta,Apartamento,2,1,72
"Pontinha e Famões, Lisboa",790.000 €,Moradia,5,3,170
"Alcabideche, Lisboa",1.280.000 €,Moradia Isolada,4,6,391
"Marvila, Lisboa",210.000 €,Apartamento,3,1,70
"Carcavelos e Parede, Lisboa",890.000 €,Moradia Isolada,6,4,263
"Olivais Sul, Lisboa",230.000 €,Apartamento,2,1,60
"Venda Nova, Amadora",198.000 €,Apartamento,3,1,65
"Marvila, Lisboa",149.000 €,Apartamento,2,1,63
"Odivelas Centro, Odivelas",179.000 €,Apartamento,2,1,70
"Arroios, Lisboa",489.500 €,Apartamento,3,2,120
"Areeiro, Lisboa",580.000 €,Apartamento,4,2,144
"Algueirão-Mem Martins, Lisboa",384.900 €,Moradia Geminada,3,3,126
"Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal",399.000 €,Apartamento,3,2,130
"Estoril, Cascais",4.450.000 €,Moradia Isolada,9,10,1711
"Penedo, Sintra",349.000 €,Moradia em Banda,2,1,71
"Buraca, Amadora",Sob Consulta,Apartamento,1,1,38
"Sacavém e Prior Velho, Lisboa",180.000 €,Apartamento,2,1,88
"Loures, Loures",Sob Consulta,Apartamento,4,1,80
"Mercado, Lisboa",345.000 €,Apartamento,2,1,80
"Alto da Ajuda, Lisboa",700.000 €,Moradia Geminada,3,3,177
"Olivais Sul, Lisboa",335.000 €,Apartamento,2,2,70
"Lisboa, Lisboa",1.200.000 €,Apartamento,3,3,165
"Santa Catarina, Lisboa, Lisboa",395.000 €,Apartamento,0,1,62
"Queijas, Oeiras",730.000 €,Apartamento,4,3,145
"Parque das Nações, Lisboa",Desde650.000 €,Apartamentos,3-5,2-3,124-394
"Tapada das Mercês, Sintra",195.000 €,Apartamento,2,2,74
"Alcântara, Lisboa",Desde840.000 €,Apartamentos,2,3,108
"Chiado, Lisboa, Lisboa",695.000 €,Apartamento,2,2,120
"Caneças, Odivelas",255.000 €,Apartamento,3,2,75
"Buraca, Amadora",189.000 €,Apartamento,2,65,0
"St.º António da Caparica, Almada",229.000 €,Apartamento,1,1,59
"Olivais Norte, Lisboa",229.000 €,Apartamento,2,1,57
"Rio de Mouro, Lisboa",185.000 €,Apartamento,2,1,87
"Cascais e Estoril, Lisboa",950.000 €,Moradia Geminada,3,4,112
"Algueirão, Sintra",590.000 €,Moradia,4,3,146
"Pera, Almada",595.000 €,Moradia em Banda,4,4,198
"Estrela, Lisboa",1.189.000 €,Apartamento,3,3,142
"Laveiras, Oeiras",200.000 €,Moradia Rústica,2,2,114
"São Domingos de Benfica, Lisboa",550.000 €,Apartamento,3,2,67
"Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal",275.000 €,Apartamento,2,1,85
"Lisboa, Lisboa",205.000 €,Apartamento,1,1,40
"Lisboa, Lisboa",205.000 €,Apartamento,1,1,40
"Califa - Laranjeiras, Lisboa",499.000 €,Apartamento,3,2,96
"Estrela, Lisboa",649.000 €,Apartamento,1,2,134
"Olivais Sul, Lisboa",245.000 €,Apartamento,3,1,68
"Alcântara, Lisboa",Desde1.300.000 €,Apartamentos,4,5,2
"Carnide, Lisboa",725.000 €,Apartamento,3,3,114
"Mina de Água, Lisboa",215.000 €,Apartamento,2,1,71
"Misericórdia, Lisboa",550.000 €,Apartamento,1,1,55
"Miraflores, Oeiras",545.000 €,Apartamento,2,2,115
"Tapada das Mercês, Sintra",Sob Consulta,Apartamento,2,1,78
"Arroios, Lisboa",Sob Consulta,Apartamento,3,1,62
"Arroios, Lisboa",305.000 €,Apartamento,1,1,49
"Rio de Mouro, Lisboa",177.500 €,Apartamento,2,1,81
"Benfica, Lisboa",445.000 €,Apartamento,1,1,55
"Moscavide, Loures",188.000 €,Apartamento,1,1,113
"Odivelas, Lisboa",325.000 €,Andar Moradia,3,2,125
"Parque das Nações - Expo Centro, Lisboa",799.900 €,Apartamento,3,2,172
"Olivais Norte, Lisboa",275.000 €,Apartamento,2,1,61
"Santa Maria Maior, Lisboa",260.000 €,Apartamento,1,1,30
"Santa Maria Maior, Lisboa",240.000 €,Apartamento,1,1,35
"Serra da Amoreira, Odivelas",865.000 €,Moradia Isolada,4,3,230
"Olivais Sul, Lisboa",440.000 €,Apartamento,4,2,135
"Pontinha e Famões, Lisboa",580.000 €,Moradia,4,3,154
"Pontinha e Famões, Lisboa",320.000 €,Apartamento,3,2,117
"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa",598.000 €,Apartamento,3,2,135
"Moscavide e Portela, Lisboa",199.000 €,Apartamento,2,1,64
"Alcântara, Lisboa",835.000 €,Apartamento,3,3,150
"Lumiar, Lisboa",630.000 €,Apartamento,3,2,115
"Agualva, Sintra",125.000 €,Apartamento,2,1,65
"Rinchoa, Sintra",255.000 €,Apartamento,3,2,72
"São Carlos, Sintra",499.000 €,Moradia,4,3,196
"Torres do Restelo, Lisboa",550.000 €,Apartamento,3,2,115
"Santos, Lisboa, Lisboa",395.000 €,Apartamento,1,1,73
"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa",2.850.000 €,Moradia Isolada,7,2,540
"Belém, Lisboa",200.000 €,Moradia,1,1,44
"Buraca, Amadora",133.000 €,Apartamento,1,1,44
"Rato, Lisboa",960.000 €,Apartamento,4,2,144
"Belém, Lisboa",Desde330.000 €,"Apartamentos, Lojas",0-3,1-4,30-128
"Santo António Cavaleiros, Loures",160.000 €,Apartamento,2,1,55
"Estrela, Lisboa",400.000 €,Apartamento,1,1,80
"Algés, Oeiras",210.000 €,Apartamento,1,1,40
"Parque das Nações - Expo Sul, Lisboa",639.000 €,Apartamento,2,2,137
"Agualva e Mira-Sintra, Lisboa",139.900 €,Apartamento,1,1,34
"Saldanha, Lisboa",1.650.000 €,Apartamento,3,4,123
"Ramada e Caneças, Lisboa",290.000 €,Apartamento,2,1,86
"Praia Grande, Sintra",770.000 €,Moradia Geminada,4,3,165
"Marvila, Lisboa",175.000 €,Apartamento,2,1,72
"Lisboa, Lisboa",225.000 €,Apartamento,1,1,40
"Misericórdia, Lisboa",139.000 €,Apartamento,0,1,20
"Moscavide, Loures",269.000 €,Apartamento,2,1,55
"Parque das Nações, Lisboa",380.000 €,Apartamento,2,1,52
"Galamares, Sintra",990.000 €,Moradia Isolada,3,3,217
"Lisboa, Amadora",295.000 €,Apartamento,3,2,105
"Olivais Sul, Lisboa",Sob Consulta,Apartamento,3,1,65
"Benfica/Mercado, Lisboa",Sob Consulta,Apartamento,2,1,67
"Algueirão Velho, Sintra",Sob Consulta,Moradia Geminada,4,3,241
"Bairro do Charquinho, Lisboa",275.000 €,Duplex,3,1,66
"Bairro Alto, Lisboa, Lisboa",185.000 €,Apartamento,1,1,47
"Pontinha, Odivelas",230.000 €,Apartamento,2,2,70
"Porto Salvo, Oeiras",850.000 €,Moradia Geminada,6,4,226
"Lisboa, Cascais",280.000 €,Apartamento,2,1,93
"Abrunheira, Sintra",855.000 €,Moradia Isolada,4,2,154
"Algés, Oeiras",Sob Consulta,Apartamento,2,1,58
"Almargem do Bispo, Pêro Pinheiro e Montelavar, Lisboa",599.000 €,Moradia Isolada,3,2,228
"Lapa, Lisboa",1.285.000 €,Apartamento,3,4,140
"Queluz, Sintra",205.000 €,Apartamento,3,2,104
"Lapa, Lisboa",765.000 €,Apartamento,2,3,115
"Urbanização Colinas do Cruzeiro, Odivelas",365.000 €,Apartamento,2,2,80
"Buraca, Amadora",Sob Consulta,Apartamento,2,1,70
"Odivelas, Lisboa",210.000 €,Apartamento,2,1,71
"Parque das Nações - Expo Sul, Lisboa",589.000 €,Apartamento,2,2,126
"Centro de Carnaxide, Oeiras",297.000 €,Apartamento,3,2,75
"Alfama, Lisboa",249.000 €,Apartamento,1,1,53
"Alto dos Gaios, Cascais",885.000 €,Moradia,3,3,134
"São Marcos, Sintra",195.000 €,Apartamento,2,1,65
"Expo Sul, Lisboa",959.000 €,Apartamento,3,3,159
"Queluz, Sintra",230.000 €,Apartamento,3,1,83
"Alcabideche, Lisboa",495.000 €,Apartamento,2,2,89
"Terrugem, Oeiras",339.000 €,Apartamento,3,2,79
"Alcabideche, Lisboa",395.000 €,Apartamento,2,2,84
"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa",149.000 €,Apartamento,2,1,50
"Estoril, Cascais",598.000 €,Apartamento,3,2,103
"Moscavide, Loures",235.000 €,Apartamento,1,1,60
"Cascais, Cascais",295.000 €,Apartamento,1,1,68
"Damaia de Cima, Amadora",185.000 €,Apartamento,2,1,60
"Arroios, Lisboa",350.000 €,Apartamento,2,1,50
"Campo de Ourique, Lisboa",290.000 €,Apartamento,1,1,48
"Olivais Sul, Lisboa",300.000 €,Apartamento,3,1,78
"Ajuda, Lisboa",420.000 €,Apartamento,3,2,110
"Centro, Cascais",340.000 €,Apartamento,2,1,55
"Cacém e São Marcos, Lisboa",195.000 €,Apartamento,2,1,75
"Olivais Sul, Lisboa",539.000 €,Apartamento,4,2,145
"Cacém e São Marcos, Lisboa",255.000 €,Apartamento,3,2,92
"Alvalade, Lisboa",615.000 €,Apartamento,4,2,121
"Falagueira-Venda Nova, Lisboa",199.000 €,Apartamento,2,2,63
"Príncipe Real, Lisboa, Lisboa",320.000 €,Duplex,1,1,82
"São Vicente, Lisboa",385.000 €,Apartamento,2,1,73
"Queijas, Oeiras",675.000 €,Moradia,3,2,179
"Parede, Cascais",595.000 €,Andar Moradia,3,3,94
"Águas Livres, Lisboa",105.000 €,Apartamento,1,1,60
"Damaia, Amadora",Sob Consulta,Apartamento,2,1,68
"Misericórdia, Lisboa",225.000 €,Apartamento,1,1,60
"Misericórdia, Lisboa",435.000 €,Apartamento,2,2,61
"Moscavide, Loures",219.000 €,Apartamento,1,1,55
"Venteira, Lisboa",250.000 €,Apartamento,5,3,102
"Telheiras, Lisboa",375.000 €,Duplex,3,2,96
"Areeiro, Lisboa",870.000 €,Apartamento,5,3,180
"A-das-Lebres, Loures",950.000 €,Moradia Isolada,5,3,118
"Serralheiras, Sintra",207.000 €,Apartamento,2,2,80
"Parque das Nações - Expo Norte, Lisboa",Sob Consulta,Apartamento,4,3,208
"Moscavide, Loures",209.000 €,Apartamento,2,1,62
"Alverca, Vila Franca de Xira",160.000 €,Apartamento,4,1,87
"Alverca, Vila Franca de Xira",135.000 €,Apartamento,2,1,78
"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Lisboa",980.000 €,Moradia Isolada,4,4,240
"Lisboa, Oeiras",Sob Consulta,Apartamento,3,2,114
"Chiado - Bica, Lisboa",355.000 €,Apartamento,2,1,80
"Torres da Bela Vista, Loures",Sob Consulta,Apartamento,3,2,90
"Murganhal/Cidade do Futebol, Oeiras",419.990 €,Apartamento,4,3,153
"Carcavelos e Parede, Lisboa",600.000 €,Duplex,3,4,122
"Vialonga, Lisboa",285.000 €,Apartamento,3,2,125
"Campo de Ourique, Lisboa",Sob Consulta,Apartamento,2,1,75
"Algés, Oeiras",360.000 €,Apartamento,3,2,82
"Mina de Água, Amadora",215.000 €,Apartamento,2,2,80
"Queluz e Belas, Lisboa",215.000 €,Apartamento,3,1,73
"Queluz e Belas, Lisboa",Sob Consulta,Apartamento,3,1,90
"Lumiar, Lisboa",470.000 €,Apartamento,3,2,110
"Fanhões, Lisboa",425.000 €,Moradia Isolada,3,3,180
"Casal de Ouressa, Sintra",173.000 €,Apartamento,2,1,96
"Venteira, Lisboa",234.000 €,Apartamento,3,2,89
"Torres do Restelo, Lisboa",540.000 €,Apartamento,3,2,115
"Olivais Sul, Lisboa",225.000 €,Apartamento,3,1,63
"Bairro de Santo António, Cascais",1.500.000 €,Moradia Isolada,3,4,465
"Finanças, Oeiras",Sob Consulta,Apartamento,2,1,66
"Ribeira de Sintra, Sintra",1.290.000 €,Moradia Isolada,5,4,1675
"Alameda/Arroios, Lisboa",450.000 €,Apartamento,3,1,107
"Damaia de Cima, Amadora",269.000 €,Apartamento,3,2,97
"Alto Sto Amaro, Lisboa",160.000 €,Apartamento,2,1,50
"Cascais e Estoril, Lisboa",895.000 €,Moradia,3,3,127
"Cacém e São Marcos, Lisboa",379.000 €,Moradia Isolada,3,1,225
"Queluz e Belas, Lisboa",170.000 €,Apartamento,2,1,70
"Queluz e Belas, Lisboa",162.000 €,Apartamento,2,1,0
"Linda-a-velha, Oeiras",375.000 €,Apartamento,3,2,110
"Aldeia de Juso, Cascais",698.000 €,Apartamento,3,2,100
"Bairro das Amendoeiras, Lisboa",474.000 €,Duplex,5,2,142
"Queluz, Sintra",215.000 €,Apartamento,3,1,70
"Queluz e Belas, Lisboa",215.000 €,Apartamento,3,1,70
"Santos, Lisboa, Lisboa",180.000 €,Apartamento,1,1,42
"Santos, Lisboa, Lisboa",190.000 €,Apartamento,1,1,44
"Chiado, Lisboa, Lisboa",190.000 €,Apartamento,1,1,47
"Cascais e Estoril, Lisboa",820.000 €,Casa Senhorial,5,2,137
