Address,Price,Property Type,Rooms,Bathrooms,Square Meters
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
"Mina, Amadora",Sob Consulta,Apartamento,2,1,60
"Reboleira, Amadora",Sob Consulta,Apartamento,3,2,69
"Codivel, Odivelas",Sob Consulta,Apartamento,3,2,93
"Venteira, Amadora",Sob Consulta,Apartamento,2,2,74
"Varge Mondar, Sintra",Sob Consulta,Apartamento,3,2,96
"Varge Mondar, Sintra",Sob Consulta,Moradia,4,3,150
"Olivais, Lisboa",Sob Consulta,Apartamento,2,1,63
